Feb 2020,0.7655417406749556,0.02664298401420959,0.019538188277087035,0.17761989342806395,0.0053285968028419185,0.0053285968028419185
Mar 2020,0.7409766454352441,0.03397027600849257,0.025477707006369428,0.19745222929936307,0.0,0.0021231422505307855

Cumulative Downloads by Institution Type Over Time
,Education,Government,Organization,Commercial,Military,Library
Oct 2019,189,17,7,29,1,0
Nov 2019,287,24,19,60,2,0
Dec 2019,350,27,20,92,2,1
Jan 2020,613,39,29,174,3,1
Feb 2020,1044,54,40,274,6,4
Mar 2020,1393,70,52,367,6,5

Cumulative Downloads by Institution Type Over Time (Stacked)
,Education,Government,Organization,Commercial,Military,Library
Oct 2019,189,206,213,242,243,243
Nov 2019,287,311,330,390,392,392
Dec 2019,350,377,397,489,491,492
Jan 2020,613,652,681,855,858,859
Feb 2020,1044,1098,1138,1412,1418,1422
Mar 2020,1393,1463,1515,1882,1888,1893

NonCumulative Downloads by Article Over Time
,Orphan Drugs: Understanding the FDA Approval Process,"FDA Device Regulation: 510(k), PMA",Developing In Vitro Diagnostics for Commercialization and Clinical Implementation,Writing Business Plans for a Life Science Startup or Clinical Program,FDA Drug Regulation: Investigational New Drug Applications,Intellectual Property Protection for Biologics,Innate Biases,Equity Allocation in Startups,Other
Oct 2019,12.0,9.0,13.0,12.0,23.0,12.0,6.0,8.0,474.0
Nov 2019,19.0,10.0,6.0,52.0,13.0,8.0,33.0,21.0,287.0
Dec 2019,40.0,17.0,22.0,17.0,12.0,23.0,24.0,47.0,208.0
Jan 2020,139.0,36.0,62.0,32.0,45.0,41.0,44.0,77.0,626.0
Feb 2020,178.0,116.0,55.0,79.0,79.0,65.0,46.0,25.0,879.0
Mar 2020,285.0,135.0,138.0,78.0,81.0,92.0,57.0,24.0,996.0

Cumulative Downloads by Article Over Time
,Orphan Drugs: Understanding the FDA Approval Process,"FDA Device Regulation: 510(k), PMA",Developing In Vitro Diagnostics for Commercialization and Clinical Implementation,Writing Business Plans for a Life Science Startup or Clinical Program,FDA Drug Regulation: Investigational New Drug Applications,Intellectual Property Protection for Biologics,Innate Biases,Equity Allocation in Startups,Other
Oct 2019,12.0,9.0,13.0,12.0,23.0,12.0,6.0,8.0,474.0
Nov 2019,31.0,19.0,19.0,64.0,36.0,20.0,39.0,29.0,761.0
Dec 2019,71.0,36.0,41.0,81.0,48.0,43.0,63.0,76.0,969.0
Jan 2020,210.0,72.0,103.0,113.0,93.0,84.0,107.0,153.0,1595.0
Feb 2020,388.0,188.0,158.0,192.0,172.0,149.0,153.0,178.0,2474.0
Mar 2020,673.0,323.0,296.0,270.0,253.0,241.0,210.0,202.0,3470.0

Cumulative Downloads by Article Over Time (Stacked)
,Orphan Drugs: Understanding the FDA Approval Process,"FDA Device Regulation: 510(k), PMA",Developing In Vitro Diagnostics for Commercialization and Clinical Implementation,Writing Business Plans for a Life Science Startup or Clinical Program,FDA Drug Regulation: Investigational New Drug Applications,Intellectual Property Protection for Biologics,Innate Biases,Equity Allocation in Startups,Other
Oct 2019,12.0,21.0,34.0,46.0,69.0,81.0,87.0,95.0,569.0
Nov 2019,31.0,50.0,69.0,133.0,169.0,189.0,228.0,257.0,1018.0
Dec 2019,71.0,107.0,148.0,229.0,277.0,320.0,383.0,459.0,1428.0
Jan 2020,210.0,282.0,385.0,498.0,591.0,675.0,782.0,935.0,2530.0
Feb 2020,388.0,576.0,734.0,926.0,1098.0,1247.0,1400.0,1578.0,4052.0
Mar 2020,673.0,996.0,1292.0,1562.0,1815.0,2056.0,2266.0,2468.0,5938.0

NonCumulative Downloads by Referral Source Over Time
,www.google.com/,scholar.google.com/,repository.upenn.edu/ace/vol1/iss1/2/,repository.upenn.edu/ace/vol1/iss2/2/,repository.upenn.edu/ace/vol1/iss5/4/,Other
Oct 2019,20,110,8,5,7,300
Nov 2019,110,54,3,28,2,152
Dec 2019,220,17,8,3,0,96
Jan 2020,359,29,50,2,65,443
Feb 2020,523,32,13,37,8,658
Mar 2020,688,26,26,24,17,756

Cumulative Downloads by Referral Source Over Time
,www.google.com/,scholar.google.com/,repository.upenn.edu/ace/vol1/iss1/2/,repository.upenn.edu/ace/vol1/iss2/2/,repository.upenn.edu/ace/vol1/iss5/4/,Other
Oct 2019,20,110,8,5,7,300
Nov 2019,130,164,11,33,9,452
Dec 2019,350,181,19,36,9,548
Jan 2020,709,210,69,38,74,991
Feb 2020,1232,242,82,75,82,1649
Mar 2020,1920,268,108,99,99,2405

Cumulative Downloads by Referral Source Over Time (Stacked)
,www.google.com/,scholar.google.com/,repository.upenn.edu/ace/vol1/iss1/2/,repository.upenn.edu/ace/vol1/iss2/2/,repository.upenn.edu/ace/vol1/iss5/4/,Other
Oct 2019,20,130,138,143,150,450
Nov 2019,130,294,305,338,347,799
Dec 2019,350,531,550,586,595,1143
Jan 2020,709,919,988,1026,1100,2091
Feb 2020,1232,1474,1556,1631,1713,3362
Mar 2020,1920,2188,2296,2395,2494,4899

Sections downloaded over time
,People,Finance,Academia,Ideation,IP/Reg
Oct 2019,90.0,117.0,83.0,72.0,205.0
Nov 2019,72.0,130.0,36.0,82.0,129.0
Dec 2019,57.0,136.0,10.0,25.0,182.0
Jan 2020,162.0,209.0,132.0,129.0,470.0
Feb 2020,114.0,231.0,140.0,77.0,960.0
Mar 2020,200.0,277.0,72.0,183.0,1154.0

Sections downloaded over time (normalized)
,People,Finance,Academia,Ideation,IP/Reg
Oct 2019,0.15873015873015872,0.20634920634920634,0.14638447971781304,0.12698412698412698,0.36155202821869487
Nov 2019,0.1603563474387528,0.289532293986637,0.0801781737193764,0.18262806236080179,0.2873051224944321
Dec 2019,0.13902439024390245,0.33170731707317075,0.024390243902439025,0.06097560975609756,0.44390243902439025
Jan 2020,0.147005444646098,0.1896551724137931,0.11978221415607986,0.11705989110707804,0.426497277676951
Feb 2020,0.07490144546649145,0.15177398160315375,0.09198423127463863,0.05059132720105125,0.6307490144546649
Mar 2020,0.10604453870625663,0.14687168610816542,0.03817603393425239,0.09703075291622482,0.6118769883351007

Sections downloaded over time (balanced)
,People,Finance,Academia,Ideation,IP/Reg
Oct 2019,11.25,11.7,16.6,12.0,9.761904761904763
Nov 2019,9.0,13.0,7.2,13.666666666666666,6.142857142857143
Dec 2019,7.125,13.6,2.0,4.166666666666667,8.666666666666666
Jan 2020,20.25,20.9,26.4,21.5,22.38095238095238
Feb 2020,14.25,23.1,28.0,12.833333333333334,45.714285714285715
Mar 2020,25.0,27.7,14.4,30.5,54.95238095238095

Sections downloaded over time (normalized & balanced)
,People,Finance,Academia,Ideation,IP/Reg
Oct 2019,0.183488019882723,0.19082754067803193,0.2707467671158402,0.19572055454157122,0.15921711778183376
Nov 2019,0.18363777691410804,0.2652545666537116,0.14691022153128644,0.2788573649436455,0.12534006995724833
Dec 2019,0.20037497070541363,0.3824701195219123,0.05624560581204593,0.11717834544176235,0.24373095851886567
Jan 2020,0.1817268861776458,0.18756009486976774,0.2369180145723382,0.19294459520095725,0.20085040917929103
Feb 2020,0.1150143167361685,0.18644426081442053,0.22599304341141882,0.1035801448969003,0.368968234141092
Mar 2020,0.16387813709576726,0.1815769759021101,0.09439380696716194,0.19993132725683604,0.36021975277812457

Most Downloaded Articles (Education)
What is Academic Entrepreneurship?,58
Human-Centered Design: Understanding Customers’ Needs Through Discovery and Interviewing,54
"FDA Device Regulation: 510(k), PMA",50
Resources at Academic Entrepreneurship Centers,50
Writing Business Plans for a Life Science Startup or Clinical Program,49
I-Corps as a Training Tool for New Technology Development,46
Identifying Unmet Needs: Problems that Need Solutions,46
Intellectual Property: Ownership and Protection in a University Setting,44
Does My Invention Already Exist? Conducting a Patent / Prior Art Search,38
Overview of Device Development,38
Building a Successful Startup Team,37
Surgical Device Development,34
The Promotion Process: Academic Entrepreneurship Career Tracks,34
Preclinical Animal Models,31
Intellectual Property: Commercializing in a University Setting,31
FDA Drug Regulation: Investigational New Drug Applications,31
Intrapreneurship:  Strategic Approaches for Managing Disruptive Innovation in Clinical and Research Projects,31
Development Strategies for Animal Medical Therapeutics,26
Careers in Academia and Industry:  Transitions and Challenges,21
Handling Disruptive Innovation in Clinical and Research Settings,21
Negotiation Strategies,19
Conducting Insightful Market Research,18
Rapid Prototyping Strategies,17
A Seat at the Table: Special Considerations for Women and Underrepresented Groups in Academic Entrepreneurship,15
Orphan Drugs: Understanding the FDA Approval Process,13
Pediatric Medical Device Development Pathways,12
Overview of Drug Development,12
SBIR/STTR Grants: Application Guidance,9
Strategic Planning and Costs of FDA Regulation,9
Intellectual Property Protection for Biologics,9
Digital Health: Software as a Medical Device,9
Seeking Venture Capital Investment,9
Working with the University Technology Transfer Office,9
Forming and Maintaining Meaningful Partnerships Between Academic Scientists and Corporations,8
SBIR/STTR Grants: Introduction and Overview,8
Clinical and Translational Science Awards,7
Accelerators and Incubators,7
Innate Biases,6
Understanding Conflict of Interest for Academic Entrepreneurs,6
Marketing in an Academic Institution,6
Social Entrepreneurship in Healthcare,6
Reimbursement Strategies and CPT Codes for Device Development,5
Equity Allocation in Startups,5
Angel Investors,4
Developing In Vitro Diagnostics for Commercialization and Clinical Implementation,4
Startup Company Formation and Management,4
Careers in Academia and Industry: Transitions and Challenges,4
Nonprofit and Foundation Sponsored Research: Developing New Models of Collaboration for Research and Development,1
Department of Defense: SBIR/STTR Grants and Other Contracts,1
Development of Radiographic Contrast Agents for Diagnostic Imaging,1
Laws and Ethics in relation to Medical Entrepreneurship,1
""
Most Downloaded Articles (Commercial)
"FDA Device Regulation: 510(k), PMA",9
Orphan Drugs: Understanding the FDA Approval Process,8
Developing In Vitro Diagnostics for Commercialization and Clinical Implementation,4
Reimbursement Strategies and CPT Codes for Device Development,4
Careers in Academia and Industry:  Transitions and Challenges,3
Laws and Ethics in relation to Medical Entrepreneurship,2
Department of Defense: SBIR/STTR Grants and Other Contracts,2
Equity Allocation in Startups,2
Conducting Insightful Market Research,1
Pediatric Medical Device Development Pathways,1
Identifying Unmet Needs: Problems that Need Solutions,1
Preclinical Animal Models,1
Development of Radiographic Contrast Agents for Diagnostic Imaging,1
Strategic Planning and Costs of FDA Regulation,1
Overview of Drug Development,1
Intellectual Property Protection for Biologics,1
""
Top 50 Most Downloaded Articles
Orphan Drugs: Understanding the FDA Approval Process,673.0
"FDA Device Regulation: 510(k), PMA",323.0
Developing In Vitro Diagnostics for Commercialization and Clinical Implementation,296.0
Writing Business Plans for a Life Science Startup or Clinical Program,270.0
FDA Drug Regulation: Investigational New Drug Applications,253.0
Intellectual Property Protection for Biologics,241.0
Innate Biases,210.0
Equity Allocation in Startups,202.0
Preclinical Animal Models,190.0
Accelerators and Incubators,182.0
Human-Centered Design: Understanding Customers’ Needs Through Discovery and Interviewing,181.0
SBIR/STTR Grants: Application Guidance,162.0
Building a Successful Startup Team,133.0
Does My Invention Already Exist? Conducting a Patent / Prior Art Search,126.0
What is Academic Entrepreneurship?,126.0
Identifying Unmet Needs: Problems that Need Solutions,112.0
Resources at Academic Entrepreneurship Centers,111.0
Overview of Drug Development,111.0
I-Corps as a Training Tool for New Technology Development,108.0
Intellectual Property: Commercializing in a University Setting,107.0
Reimbursement Strategies and CPT Codes for Device Development,106.0
Intrapreneurship:  Strategic Approaches for Managing Disruptive Innovation in Clinical and Research Projects,105.0
Digital Health: Software as a Medical Device,101.0
The Promotion Process: Academic Entrepreneurship Career Tracks,87.0
Overview of Device Development,81.0
Negotiation Strategies,80.0
Intellectual Property: Ownership and Protection in a University Setting,76.0
Surgical Device Development,73.0
Working with the University Technology Transfer Office,71.0
Strategic Planning and Costs of FDA Regulation,70.0
Development Strategies for Animal Medical Therapeutics,65.0
Careers in Academia and Industry:  Transitions and Challenges,63.0
Conducting Insightful Market Research,61.0
Startup Company Formation and Management,60.0
Pediatric Medical Device Development Pathways,59.0
Seeking Venture Capital Investment,58.0
Department of Defense: SBIR/STTR Grants and Other Contracts,56.0
A Seat at the Table: Special Considerations for Women and Underrepresented Groups in Academic Entrepreneurship,56.0
Rapid Prototyping Strategies,54.0
Handling Disruptive Innovation in Clinical and Research Settings,53.0
Development of Radiographic Contrast Agents for Diagnostic Imaging,52.0
Social Entrepreneurship in Healthcare,52.0
Careers in Academia and Industry: Transitions and Challenges,44.0
SBIR/STTR Grants: Introduction and Overview,41.0
Other,37.0
Angel Investors,36.0
The Promotion Process:  Academic Entrepreneurship Career Tracks,33.0
Clinical and Translational Science Awards,30.0
Laws and Ethics in relation to Medical Entrepreneurship,23.0
Forming and Maintaining Meaningful Partnerships Between Academic Scientists and Corporations,19.0
Nonprofit and Foundation Sponsored Research: Developing New Models of Collaboration for Research and Development,19.0
""
Top 8 Most Downloaded Articles
Other,3470.0
Orphan Drugs: Understanding the FDA Approval Process,673.0
"FDA Device Regulation: 510(k), PMA",323.0
Developing In Vitro Diagnostics for Commercialization and Clinical Implementation,296.0
Writing Business Plans for a Life Science Startup or Clinical Program,270.0
FDA Drug Regulation: Investigational New Drug Applications,253.0
Intellectual Property Protection for Biologics,241.0
Innate Biases,210.0
Equity Allocation in Startups,202.0
